"Word","Iconicity","ListIdentifier","KupermanAOA","SUBTLEX_Rawfreq","SUBTLEX_dom_POS","SUBTLEX_Percentage_dom_POS","OrthoLength","ParentalInputRawFreq","ChildesAge12Freq","ChildesAge15Freq","ChildesAge18Freq","ChildesAge21Freq","ChildesAge24Freq","ChildesAge27Freq","ChildesAge30Freq","ChildesAge33Freq","ChildesAge36Freq","ChildesAge39Freq","ChildesAge42Freq","ChildesAge45Freq","ChildesAge48Freq","ChildesAge51Freq","ChildesAge54Freq","ChildesAge57Freq","ChildesAge60Freq","ChildesAge63Freq","ChildesAge66Freq","ChildesAge69Freq","Conc","NMorph"
"write",1.181818182,"list1",4.89,6467,"Verb","1.00",5,997,0,0,39,104,243,185,272,87,57,62,34,17,41,62,103,24,23,2,13,8,4.22,1
"abide",0.25,"list2",9.5,138,"Verb","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.68,NA
"able",0.466666666666667,"list2",7.79,8155,"Adjective","1.00",4,344,0,0,0,0,1,3,8,5,4,11,2,3,8,4,19,3,5,3,2,6,2.38,1
"abrasive",1.3125,"list2",12.22,23,"Adjective","1.00",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,NA
"absorbent",0.923076923076923,"list2",10.32,8,"Adjective","0.88",9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,NA
"academy",0.692307692307692,"list2",9.05,633,"Noun","1.00",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,NA
"account",-0.428571428571429,"list2",8.26,2280,"Noun","0.70",7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.08,1
"ache",1.15384615384615,"list2",5.79,127,"Noun","0.53",4,26,0,0,0,0,1,9,5,11,6,1,8,0,9,11,7,6,4,0,8,3,3.43,1
"aching",0.25,"list2",NA,105,"Verb","0.55",6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2.72,NA
"acid",0.75,"list2",9.6,508,"Noun","0.99",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,1
"acidic",1,"list2",11.21,11,"Adjective","1.00",6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,NA
"acrid",0.615384615384615,"list2",14.07,2,"Adjective","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,NA
"add",-0.153846153846154,"list2",5.1,1686,"Verb","1.00",3,56,0,0,0,0,0,1,0,0,2,2,0,1,1,0,4,7,6,2,1,3,3,1
"addition",1.23076923076923,"list2",5.76,395,"Preposition","0.47",8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,NA
"address",-0.583333333333333,"list2",5.15,2666,"Noun","0.86",7,54,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,0,0,0,1,3.89,1
"adhere",-0.4,"list2",10.78,29,"Verb","1.00",6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,NA
"adhesive",1.33333333333333,"list2",9.17,47,"Noun","0.51",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,NA
"administer",0.25,"list2",9.42,85,"Verb","1.00",10,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,NA
"administration",0.384615384615385,"list2",11.11,387,"Noun","1.00",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,2
"admission",0.0909090909090909,"list2",8.84,181,"Noun","1.00",9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,2
"advantage",-0.307692307692308,"list2",9.32,1125,"Noun","1.00",9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"advice",0.428571428571429,"list2",8.61,2447,"Noun","1.00",6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,1
"afford",-0.0666666666666667,"list2",7.47,2266,"Verb","1.00",6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.83,1
"afraid",1.33333333333333,"list2",4.42,12631,"Adjective","1.00",6,211,0,0,0,0,4,8,18,1,7,18,12,6,6,6,24,9,4,2,2,3,2.7,1
"aim",0.454545454545455,"list2",6.72,758,"Verb","0.68",3,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1,0,0,0,0,3.27,1
"air",1.3,"list2",3.94,7090,"Noun","1.00",3,300,0,1,8,15,20,30,45,16,23,18,17,16,6,6,32,24,4,6,3,3,4.11,1
"alcohol",-0.846153846153846,"list2",9,845,"Noun","1.00",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.76,NA
"alcoholic",0.416666666666667,"list2",9.95,316,"Noun","0.71",9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.37,2
"alive",1.38461538461538,"list2",5.11,7878,"Adjective","1.00",5,44,0,0,0,7,4,7,5,2,1,5,18,10,18,15,16,13,14,2,2,2,3.14,2
"alone",1.23076923076923,"list2",4.94,15735,"Adjective","0.61",5,323,0,0,2,4,5,28,15,19,13,15,6,5,5,3,32,10,6,0,3,1,2.86,NA
"aloof",0.714285714285714,"list2",13.41,33,"Adjective","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,NA
"amateur",-0.857142857142857,"list2",10.53,334,"Adjective","0.57",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,NA
"amber",0,"list2",9.28,473,"Noun","0.64",5,5,0,0,0,0,0,1,0,0,0,0,3,0,2,2,0,0,0,0,0,0,4.35,1
"amount",0.692307692307692,"list2",6.63,1262,"Noun","1.00",6,21,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2.74,1
"anger",1,"list2",6,991,"Noun","0.81",5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.41,1
"angle",1.07692307692308,"list2",8.05,761,"Noun","0.96",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1
"angry",1.76923076923077,"list2",4.45,3008,"Adjective","1.00",5,100,0,0,0,0,1,14,20,19,21,9,9,6,8,7,26,2,1,0,3,1,2.53,1
"angular",1.71428571428571,"list2",11.32,7,"Adjective","1.00",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,NA
"answer",0.5625,"list2",5.43,8986,"Verb","0.54",6,125,0,0,2,0,4,4,7,4,0,1,3,4,2,5,7,3,5,1,2,1,2.89,1
"antiseptic",-0.428571428571429,"list2",9.95,44,"Adjective","1.00",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,2
"appeal",0.357142857142857,"list2",10.21,663,"Noun","0.64",6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,NA
"appease",0.923076923076923,"list2",11.78,25,"Verb","1.00",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,NA
"area",-0.214285714285714,"list2",6.58,3821,"Noun","1.00",4,52,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,1,1,0,2,0,3.72,1
"arf",1.92857142857143,"list2",NA,38,"Unclassified","1.00",3,6,0,0,4,1,2,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,NA,1
"argue",0.428571428571429,"list2",4.61,1007,"Verb","1.00",5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1
"aroma",1.14285714285714,"list2",9.47,69,"Noun","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,NA
"aromatic",1.25,"list2",11.05,14,"Adjective","1.00",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,NA
"arrange",0.428571428571429,"list2",8.28,791,"Verb","1.00",7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.79,1
"arrangement",0.666666666666667,"list2",9.89,482,"Noun","1.00",11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,NA
"arrest",0.5,"list2",7.47,3037,"Noun","0.56",6,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,0,0,5,0,3.93,1
"arsenal",1,"list2",11.79,102,"Noun","0.94",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,NA
"asbestos",-0.615384615384615,"list2",13.95,66,"Noun","1.00",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,NA
"ash",0.538461538461538,"list2",6.63,469,"Name","0.72",3,32,0,0,1,0,0,1,0,1,0,1,1,0,0,0,6,0,0,0,0,0,4.96,1
"ashes",0.769230769230769,"list2",7.06,503,"Noun","1.00",5,9,0,0,2,1,0,10,1,1,0,0,0,3,0,0,1,2,0,0,0,0,4.92,NA
"asinine",-0.615384615384615,"list2",12.71,49,"Adjective","0.86",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,NA
"aspect",-0.333333333333333,"list2",10.35,197,"Noun","1.00",6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,NA
"astringent",0.142857142857143,"list2",13.89,6,"Noun","0.50",10,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,NA
"atom",0.181818181818182,"list2",9.68,140,"Noun","1.00",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,NA
"attempt",-0.272727272727273,"list2",7.7,975,"Noun","0.70",7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,2
"attorney",-0.692307692307692,"list2",10.95,2060,"Noun","1.00",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,NA
"audible",0.923076923076923,"list2",11.05,36,"Adjective","1.00",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,NA
"avoid",-0.166666666666667,"list2",8.5,1239,"Verb","1.00",5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.41,1
"azure",-0.5,"list2",12.54,15,"Noun","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"babble",3.53846153846154,"list2",7.17,44,"Verb","0.67",6,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,NA
"babbling",3,"list2",NA,158,"Verb","0.81",8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,2
"background",0.416666666666667,"list2",8.67,899,"Noun","1.00",10,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.26,NA
"balance",0.25,"list2",9.89,764,"Noun","0.87",7,35,0,0,0,0,1,6,2,3,1,1,1,5,0,1,11,1,14,0,0,0,2.89,1
"balmy",1,"list2",10.89,29,"Adjective","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,NA
"band",0.307692307692308,"list2",6.16,2724,"Noun","0.99",4,85,0,0,2,1,10,42,33,52,22,16,9,8,15,5,17,0,3,0,1,0,4.68,1
"bang",3.83333333333333,"list2",5.74,1019,"Verb","0.72",4,195,1,3,12,91,177,101,78,89,31,20,22,9,9,3,20,15,11,4,1,4,3.77,1
"banging",2.5,"list2",NA,436,"Verb","0.92",7,20,0,0,4,3,10,10,3,5,2,2,0,1,0,0,5,2,0,0,0,2,3.38,NA
"bank",0.571428571428571,"list2",6.44,4334,"Noun","0.98",4,92,0,0,1,1,8,10,6,15,4,3,0,2,8,2,10,3,0,1,0,0,4.78,1
"barbecue",0.692307692307692,"list2",7.83,456,"Noun","0.81",8,25,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,2,0,1,4.52,1
"barbecued",-0.923076923076923,"list2",NA,43,"Adjective","0.56",9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA
"bark",-0.0666666666666667,"list2",5.17,280,"Noun","0.54",4,32,0,0,51,19,4,0,5,2,3,2,0,2,1,1,0,0,0,1,0,0,4.52,1
"barking",3.33333333333333,"list2",NA,459,"Verb","0.77",7,17,0,0,9,21,4,2,4,1,2,1,0,1,0,0,0,0,0,0,0,0,4.19,NA
"base",1,"list2",6.42,1804,"Noun","0.88",4,17,0,0,4,5,0,2,1,2,1,0,0,4,1,0,4,11,0,6,0,1,3.86,1
"bash",3.08333333333333,"list2",8.84,167,"Verb","0.51",4,3,0,0,3,38,21,5,3,10,0,0,4,3,0,0,0,0,1,1,0,0,3.52,1
"beautiful",2.33333333333333,"list2",5.72,14266,"Adjective","1.00",9,409,0,0,1,1,1,9,12,11,30,15,5,9,17,5,30,6,4,8,9,9,2.16,2
"beauty",0.833333333333333,"list2",5.05,2460,"Noun","1.00",6,17,0,0,0,0,12,8,4,13,14,1,5,2,0,0,1,1,2,0,0,0,2.93,1
"beep",4.35714285714286,"list2",5.32,332,"Noun","0.60",4,82,1,19,45,51,69,82,60,30,29,54,11,30,22,5,10,22,6,0,6,3,4,1
"beeping",3.07692307692308,"list2",NA,329,"Verb","0.71",7,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA
"beer",0.846153846153846,"list2",6.11,3850,"Noun","1.00",4,66,0,1,2,15,7,20,14,22,7,13,5,6,0,0,24,5,0,0,1,0,4.88,1
"beery",0.846153846153846,"list2",NA,16,"Name","0.81",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"begin",1.57142857142857,"list2",4.84,2906,"Verb","1.00",5,23,0,0,1,0,1,2,6,0,1,0,3,2,0,3,2,6,3,0,0,0,2.56,1
"beginning",0.181818181818182,"list2",5.4,3219,"Noun","0.59",9,112,0,0,1,0,6,10,2,2,1,5,5,2,4,4,7,0,1,0,4,1,2.5,NA
"beige",0.307692307692308,"list2",7.74,69,"Adjective","0.93",5,8,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3.41,1
"belief",0.75,"list2",7.3,388,"Noun","1.00",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1
"belly",0.25,"list2",4.05,794,"Noun","0.99",5,71,0,4,6,10,7,12,11,26,4,6,9,12,9,11,18,7,0,1,11,2,4.8,1
"belong",-0.166666666666667,"list2",6.47,2263,"Verb","1.00",6,132,0,0,5,1,8,24,25,25,11,8,3,8,9,1,6,2,9,0,4,1,1.43,1
"bent",0.615384615384615,"list2",NA,368,"Verb","0.85",4,41,0,0,0,2,2,1,0,1,10,4,1,1,0,0,4,3,1,1,0,0,3.62,1
"bequeath",-0.785714285714286,"list2",13.71,43,"Verb","1.00",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"biscuit",-0.153846153846154,"list2",4.63,191,"Noun","1.00",7,80,0,1,9,46,54,58,51,38,8,3,2,3,5,2,5,1,1,0,0,0,4.9,1
"biscuity",0.416666666666667,"list2",NA,NA,NA,NA,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"bitter",1.30769230769231,"list2",8.81,568,"Adjective","0.98",6,5,0,0,0,0,0,0,3,0,0,0,0,14,0,0,1,0,0,0,0,0,2.93,1
"blame",0.428571428571429,"list2",6.48,2998,"Verb","0.89",5,28,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,2,2.06,1
"bland",2.07142857142857,"list2",8.35,55,"Adjective","0.64",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,NA
"blare",1,"list2",10.22,20,"Verb","0.90",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"blaring",2.69230769230769,"list2",NA,88,"Verb","0.94",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"bleating",1.71428571428571,"list2",NA,12,"Verb","0.50",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,NA
"bleep",3.92857142857143,"list2",9.47,136,"Noun","0.93",5,9,0,0,1,4,5,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,3.1,1
"bleeping",3.42857142857143,"list2",NA,21,"Verb","0.38",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"bliss",1.83333333333333,"list2",10.16,160,"Noun","0.91",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1
"blonde",-0.166666666666667,"list2",6.06,710,"Adjective","0.91",6,18,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,4.52,1
"blood",0.333333333333333,"list2",4.89,9492,"Noun","1.00",5,91,0,0,0,0,1,1,26,4,3,2,8,17,5,15,45,1,7,7,9,0,4.86,1
"bloody",1.23076923076923,"list2",5.83,1962,"Adjective","0.73",6,44,0,0,0,0,0,2,1,4,1,2,2,0,1,0,2,1,0,0,1,0,4.08,NA
"blotch",1.83333333333333,"list2",9.28,10,"Noun","0.70",6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,NA
"blotchy",2.30769230769231,"list2",11.06,7,"Noun","0.57",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,NA
"blunt",3.16666666666667,"list2",11.05,250,"Adjective","0.96",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,NA
"body",-0.5,"list2",4.28,9972,"Noun","1.00",4,159,0,1,1,3,21,14,17,19,13,8,18,9,19,6,33,5,11,5,15,2,4.79,1
"bogus",1.76923076923077,"list2",9.94,138,"Adjective","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,NA
"boil",1.38461538461538,"list2",6.6,303,"Verb","0.75",4,21,0,0,1,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,4.2,1
"boiling",1.38461538461538,"list2",NA,215,"Verb","0.56",7,21,0,0,0,1,0,0,0,4,0,4,3,1,0,1,1,0,0,0,0,0,4.39,NA
"bomb",1.9,"list2",8,2736,"Noun","0.89",4,12,0,0,0,0,1,0,0,0,0,1,0,0,5,0,12,0,7,2,0,4,4.84,1
"bone",0.0909090909090909,"list2",5.53,1329,"Noun","0.97",4,93,0,0,12,14,18,39,30,14,12,21,11,13,13,12,76,3,3,4,8,2,4.9,1
"boom",3.84615384615385,"list2",5.56,1112,"Noun","0.99",4,263,20,9,25,59,56,24,34,30,25,12,6,16,14,3,17,30,0,8,12,0,3.66,1
"booming",3.30769230769231,"list2",NA,53,"Verb","0.43",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,NA
"booth",0.0714285714285714,"list2",7.16,1039,"Noun","0.66",5,6,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,4.42,1
"border",0.785714285714286,"list2",6.85,876,"Noun","0.99",6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.29,1
"bore",0.923076923076923,"list2",8.91,395,"Verb","0.63",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,NA
"born",-0.818181818181818,"list2",4.68,4268,"Verb","0.96",4,96,0,0,0,2,6,3,10,13,6,12,4,0,3,2,8,8,1,1,1,3,3.22,1
"boss",-0.25,"list2",6.16,6339,"Noun","0.95",4,24,0,0,0,0,1,1,6,0,2,1,0,1,1,4,15,2,2,1,2,2,3.83,1
"bother",0.5,"list2",6.5,3436,"Verb","0.96",6,146,0,0,0,1,0,5,10,1,3,2,7,2,1,7,14,1,0,4,0,1,2,1
"bounce",2.64285714285714,"list2",6.17,502,"Verb","0.75",6,43,0,0,17,9,16,9,16,22,7,13,1,2,13,0,16,4,1,1,0,0,3.86,1
"bouncy",2.92307692307692,"list2",4.61,91,"Adjective","1.00",6,19,0,4,2,10,5,3,4,7,4,3,2,0,4,1,0,1,2,0,0,0,3.18,NA
"brackish",0.846153846153846,"list2",15.23,4,"Adjective","1.00",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"branch",0.571428571428571,"list2",5.11,514,"Noun","0.93",6,16,0,0,0,4,6,4,3,0,3,6,0,0,3,7,0,2,1,1,0,0,4.9,1
"branching",-0.714285714285714,"list2",NA,15,"Verb","0.73",9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,NA
"brave",1.41666666666667,"list2",6,1617,"Adjective","0.93",5,23,0,0,0,0,1,3,6,0,2,0,28,6,3,0,3,0,0,1,0,1,2.26,1
"bray",0.461538461538462,"list2",NA,20,"Name","0.50",4,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"braying",1.16666666666667,"list2",NA,2,"Verb","0.50",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"brazen",0.846153846153846,"list2",12.19,60,"Adjective","1.00",6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,NA
"breakable",1.84615384615385,"list2",8.21,8,"Adjective","1.00",9,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3.03,NA
"breast",0.333333333333333,"list2",6.6,457,"Noun","1.00",6,20,0,0,0,2,1,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,4.89,1
"breath",1.66666666666667,"list2",5.81,2291,"Noun","0.97",6,25,0,0,0,0,2,2,2,1,1,1,1,1,0,0,10,1,0,2,0,2,4.36,1
"breathe",2.66666666666667,"list2",4.11,2474,"Verb","1.00",7,25,0,0,0,0,0,3,0,2,1,0,0,0,1,1,9,1,0,0,2,0,4.07,NA
"breeze",0.9375,"list2",6.22,410,"Noun","0.99",6,15,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.62,1
"breezy",2.25,"list2",6.39,40,"Adjective","0.95",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,NA
"brief",0.2,"list2",8.44,732,"Adjective","0.77",5,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.38,1
"bright",1.5,"list2",6.58,2265,"Adjective","0.96",6,109,0,1,0,4,2,12,6,6,9,7,15,8,5,11,3,11,1,1,0,0,3.92,1
"brilliant",0.846153846153846,"list2",7.95,1826,"Adjective","1.00",9,418,0,0,0,1,3,1,0,1,0,1,2,3,2,2,0,0,0,0,0,0,2.07,1
"brine",-1.07692307692308,"list2",14.25,16,"Noun","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,NA
"briny",1.46153846153846,"list2",12.18,30,"Adjective","1.00",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"bristle",0.583333333333333,"list2",10.58,11,"Noun","0.91",7,11,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,1
"bristly",1.5625,"list2",12.13,1,"Adjective","1.00",7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,NA
"brittle",2.23076923076923,"list2",9.78,71,"Adjective","1.00",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,1
"broad",2.26666666666667,"list2",10.5,751,"Adjective","0.93",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.45,NA
"bronze",0.0833333333333333,"list2",10,143,"Noun","0.99",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,1
"brunette",0.75,"list2",8.61,178,"Noun","0.99",8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,NA
"brunt",0.666666666666667,"list2",12.52,25,"Noun","0.96",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,NA
"bubble",1.46153846153846,"list2",3.79,408,"Noun","0.97",6,84,7,16,13,16,20,26,10,10,7,25,8,20,11,1,21,5,0,19,2,0,4.6,NA
"bubbling",2.5,"list2",NA,56,"Verb","0.71",8,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3.44,NA
"builder",0.857142857142857,"list2",5.95,48,"Noun","1.00",7,10,0,0,0,0,0,12,17,3,0,0,2,0,3,2,0,0,0,2,2,0,3.97,NA
"bulk",1.23076923076923,"list2",10.21,97,"Noun","0.84",4,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,3.24,1
"bulky",1.23076923076923,"list2",10.47,26,"Adjective","1.00",5,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"bullet",0.0769230769230769,"list2",6.7,1950,"Noun","1.00",6,5,0,0,0,0,0,0,0,0,0,1,1,2,1,3,9,6,3,0,0,0,4.83,1
"bumpy",2.35714285714286,"list2",5.11,190,"Adjective","1.00",5,22,0,0,0,4,20,5,9,4,1,5,0,1,1,1,3,0,0,0,3,1,3.76,NA
"burn",0.416666666666667,"list2",4.72,2816,"Verb","0.85",4,90,0,2,3,2,10,15,7,12,4,28,5,4,0,2,29,7,4,3,5,1,4.11,1
"burning",0.533333333333333,"list2",NA,1561,"Verb","0.62",7,27,0,0,0,1,2,5,3,1,1,7,1,0,1,2,7,0,3,2,0,0,3.85,NA
"burnt",0.666666666666667,"list2",NA,488,"Verb","0.79",5,33,0,0,0,0,1,0,1,0,2,2,0,2,0,1,6,0,0,0,1,0,3.93,NA
"burst",2.91666666666667,"list2",7.72,435,"Verb","0.75",5,22,0,0,0,0,5,14,4,0,2,0,0,0,0,1,0,1,3,0,0,0,3.1,1
"bursting",2,"list2",NA,119,"Verb","0.97",8,3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"business",-1,"list2",7.47,16371,"Noun","1.00",8,71,0,0,1,0,1,0,0,0,0,0,0,4,4,0,3,1,0,0,2,1,3.28,1
"buttery",0.166666666666667,"list2",6.16,17,"Noun","0.71",7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.68,NA
"buttock",0,"list2",10.44,17,"Noun","0.94",7,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,NA
"buzz",3.69230769230769,"list2",7.1,814,"Unclassified","0.99",4,50,0,3,0,0,7,32,24,6,12,7,5,3,5,0,0,1,0,0,0,0,3.7,1
"buzzing",4.33333333333333,"list2",NA,221,"Verb","0.68",7,5,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3.5,NA
